profile_url,player_name,age,rating_3,firepower,entrying,trading,opening,clutching,sniping,utility
https://www.hltv.org/player/19231/h1te,"h1te",23,1.04,51,18,62,56,79,94,51
https://www.hltv.org/player/19874/masval,"MaSvAl",22,1.18,76,70,37,49,75,0,66
https://www.hltv.org/player/24173/tenzy,"tENZY",20,1.16,88,72,61,78,42,0,44
https://www.hltv.org/player/20199/solb,"SoLb",24,0.91,16,66,62,9,41,0,64
https://www.hltv.org/player/21369/1nvisiblee,"1NVISIBLEE",22,1.02,74,70,24,82,20,3,33
https://www.hltv.org/player/24171/djon8,"Djon8",20,1.11,85,51,67,60,51,0,41
https://www.hltv.org/player/24172/yuramyata,"yuramyata",27,1.06,62,13,65,51,71,93,58
https://www.hltv.org/player/24818/k4nfuz,"k4nfuz",21,0.97,24,84,54,18,57,0,25
https://www.hltv.org/player/12004/clax,"clax",23,1.12,67,13,45,31,69,0,55
https://www.hltv.org/player/19673/patsi,"Patsi",22,0.99,61,60,40,68,28,0,55
https://www.hltv.org/player/19882/norwi,"Norwi",24,1.06,53,78,54,35,46,1,73
https://www.hltv.org/player/20709/r3salt,"r3salt",20,1.10,75,68,51,73,35,0,65
https://www.hltv.org/player/22039/danistzz,"danistzz",23,1.06,48,25,34,54,68,68,57
https://www.hltv.org/player/11199/beastik,"beastik",27,1.09,66,49,19,73,30,0,72
https://www.hltv.org/player/12810/shock,"SHOCK",25,1.13,62,24,26,40,81,1,43
https://www.hltv.org/player/23295/kisserek,"kisserek",22,1.14,81,64,10,85,38,0,51
https://www.hltv.org/player/23459/stressarn,"stressarN",23,1.11,81,63,87,31,45,0,45
https://www.hltv.org/player/9255/draken,"draken",30,1.07,71,11,31,82,86,94,56
https://www.hltv.org/player/9261/lekr0,"Lekr0",32,1.03,35,55,48,21,73,0,69
https://www.hltv.org/player/15569/sapec,"Sapec",23,1.03,56,55,28,64,27,0,67
https://www.hltv.org/player/16029/heap,"HEAP",26,1.04,62,40,59,54,46,0,42
https://www.hltv.org/player/22759/jocab,"jocab",20,1.04,66,35,52,42,41,0,32
https://www.hltv.org/player/9766/hampus,"hampus",27,1.02,53,64,12,80,34,3,66
https://www.hltv.org/player/11219/cerq,"CeRq",26,1.00,34,29,77,36,76,90,70
https://www.hltv.org/player/17145/rainwaker,"Rainwaker",24,1.13,75,33,30,50,70,0,38
https://www.hltv.org/player/18571/cypher,"CYPHER",23,1.07,70,69,33,87,24,0,51
https://www.hltv.org/player/20358/volt,"volt",24,1.06,50,87,78,50,40,0,56
https://www.hltv.org/player/19229/roux,"ROUX",25,1.15,87,66,35,76,53,3,62
https://www.hltv.org/player/19536/yami,"yAmi",20,1.14,84,78,41,55,56,2,34
https://www.hltv.org/player/19537/cool4st,"cool4st",23,1.19,91,21,51,81,54,80,63
https://www.hltv.org/player/22414/efire,"Efire",20,1.00,31,82,60,28,41,0,49
https://www.hltv.org/player/25510/tikuak,"tikuak",16,1.16,78,52,70,67,26,1,16
https://www.hltv.org/player/3459/kinqie,"kinqie",34,0.93,18,72,26,32,48,1,85
https://www.hltv.org/player/20534/kiro,"KIRO",23,1.04,50,17,48,47,81,91,66
https://www.hltv.org/player/22040/z1nny,"z1Nny",22,1.14,78,78,33,68,58,1,53
https://www.hltv.org/player/22927/executor,"executor",21,1.18,73,30,63,53,91,2,62
https://www.hltv.org/player/23302/bluewh1te,"bluewh1te",21,1.05,64,65,76,67,40,0,61
https://www.hltv.org/player/16731/iceberg,"IceBerg",25,0.92,25,64,20,51,23,0,58
https://www.hltv.org/player/21379/salazar,"salazar",21,1.02,28,19,40,35,94,91,46
https://www.hltv.org/player/21571/leakz,"leakz",22,1.18,89,34,60,52,75,0,37
https://www.hltv.org/player/21574/boye,"Boye",21,1.09,66,26,22,52,52,0,38
https://www.hltv.org/player/24104/nickyb,"NickyB",20,0.96,29,54,59,34,75,0,50
https://www.hltv.org/player/9353/paz,"paz",28,1.05,56,61,38,26,31,0,53
https://www.hltv.org/player/17117/shield,"shield",22,1.17,77,12,26,67,86,95,63
https://www.hltv.org/player/17305/finigan,"FinigaN",26,1.08,82,53,79,64,54,0,71
https://www.hltv.org/player/20625/banjo,"Banjo",21,1.20,75,34,64,38,43,0,69
https://www.hltv.org/player/23001/hack1ng,"Hack1ng",22,0.99,34,37,24,39,73,0,77
https://www.hltv.org/player/24644/vancekk,"VanceKK",23,0.94,31,40,19,71,28,89,50
https://www.hltv.org/player/24855/957,"957",24,1.03,68,20,68,46,53,0,66
https://www.hltv.org/player/24857/zero,"Zero",20,1.30,97,57,69,75,54,0,19
https://www.hltv.org/player/24858/laikexu,"LaiKeXu",27,1.01,45,65,32,38,27,0,32
https://www.hltv.org/player/1206/btn,"BTN",36,0.80,6,86,50,21,40,0,68
https://www.hltv.org/player/9626/xellow,"XELLOW",25,1.08,62,10,38,66,79,91,61
https://www.hltv.org/player/12945/blytz,"Blytz",25,1.01,52,57,66,54,36,0,55
https://www.hltv.org/player/19817/s0und,"s0und",23,1.05,69,75,50,72,22,0,23
https://www.hltv.org/player/22563/fnl,"fnl",20,1.00,40,28,67,18,45,0,32
https://www.hltv.org/player/21988/opdust,"opdust",19,1.00,20,58,37,15,84,1,80
https://www.hltv.org/player/24457/xelex,"xelex",17,1.17,88,59,61,67,50,0,62
https://www.hltv.org/player/25253/joey,"Joey",18,1.05,74,62,67,45,50,0,46
https://www.hltv.org/player/25254/ay0k,"ay0k",17,0.94,34,45,23,69,71,91,63
https://www.hltv.org/player/25255/nikodeon,"Nikodeon",17,1.05,56,39,53,69,41,0,42
https://www.hltv.org/player/13669/jackinho,"Jackinho",26,1.00,39,76,52,32,25,1,62
https://www.hltv.org/player/17937/isak,"isak",24,1.04,61,59,35,65,33,0,29
https://www.hltv.org/player/20253/dragon,"Dragon",26,1.01,62,14,22,81,60,0,50
https://www.hltv.org/player/24083/mail09,"MaiL09",16,1.01,42,76,73,26,35,0,55
https://www.hltv.org/player/18322/kaiser,"KAISER",25,1.10,52,20,24,41,63,85,72
https://www.hltv.org/player/18714/piriajr,"piriajr",23,1.37,100,15,51,84,63,5,26
https://www.hltv.org/player/20083/ninjaz,"ninjaZ",22,0.99,37,72,17,35,32,0,59
https://www.hltv.org/player/20690/zock,"zock",23,1.05,67,47,24,85,46,0,52
https://www.hltv.org/player/20885/freq,"fREQ",24,1.02,41,51,60,31,29,0,56
https://www.hltv.org/player/8528/hobbit,"HObbit",31,1.16,90,15,51,66,40,0,58
https://www.hltv.org/player/15071/interz,"interz",25,0.94,17,33,45,19,59,0,71
https://www.hltv.org/player/20700/lattykk,"lattykk",20,1.07,47,13,32,62,59,93,60
https://www.hltv.org/player/23770/cronuss,"cronuss",21,1.11,78,89,24,85,31,0,62
https://www.hltv.org/player/23771/oz1k,"oz1k",19,1.12,59,46,33,55,45,0,40
https://www.hltv.org/player/9483/destiny,"destiny",28,1.05,47,71,28,59,37,0,51
https://www.hltv.org/player/18743/nython,"nython",28,0.92,32,58,47,42,43,44,54
https://www.hltv.org/player/20029/card,"card",22,0.98,44,8,71,43,74,90,48
https://www.hltv.org/player/20522/gbb,"gbb",23,0.99,49,83,58,57,38,0,38
https://www.hltv.org/player/23551/tomate,"tomate",21,1.06,61,30,54,37,60,0,38
https://www.hltv.org/player/19981/bagyz,"BaGyZ",23,1.12,42,78,98,18,66,0,81
https://www.hltv.org/player/19982/sidivo,"Sidivo",26,1.05,64,29,42,45,44,0,65
https://www.hltv.org/player/22191/magila,"MAGILA",23,1.25,99,85,23,89,4,43,24
https://www.hltv.org/player/24022/uzman,"Uzman",21,1.12,85,24,12,24,41,2,21
https://www.hltv.org/player/25045/fello,"fello",23,1.04,64,69,78,67,44,10,26
https://www.hltv.org/player/17675/m1n1,"m1N1",21,1.04,60,15,64,61,80,93,36
https://www.hltv.org/player/18163/bibu,"Bibu",23,1.02,36,17,37,16,74,1,64
https://www.hltv.org/player/19763/boros,"BOROS",21,1.06,88,42,14,84,15,0,16
https://www.hltv.org/player/22419/0samas,"0SAMAS",23,0.95,33,42,28,46,41,0,39
https://www.hltv.org/player/16558/ruben,"rubeN",27,0.93,7,32,61,13,75,0,68
https://www.hltv.org/player/20258/spine,"SPine",25,1.03,49,83,71,22,68,0,72
https://www.hltv.org/player/20807/rage,"rage",26,1.12,92,62,20,93,37,75,62
https://www.hltv.org/player/23596/expsasiki,"expSasiKi",24,1.05,61,90,76,38,63,0,48
https://www.hltv.org/player/24747/suki,"suki",21,1.25,95,33,61,25,83,0,37
https://www.hltv.org/player/9219/felps,"felps",29,1.07,91,22,58,75,40,0,42
https://www.hltv.org/player/9482/nekiz,"NEKIZ",30,0.95,35,70,45,61,28,1,60
https://www.hltv.org/player/11739/shz,"shz",27,1.01,52,48,46,38,29,0,60
https://www.hltv.org/player/17861/jota,"JOTA",27,1.20,85,32,54,36,80,2,84
https://www.hltv.org/player/21099/bsd,"bsd",24,1.05,52,21,20,85,49,92,45
https://www.hltv.org/player/21367/spirit,"spirit",23,1.11,75,91,65,65,57,1,30
https://www.hltv.org/player/22327/something,"Something",22,1.02,53,71,45,57,29,3,31
https://www.hltv.org/player/23628/kusme,"KusMe",21,1.09,62,56,73,22,52,2,87
https://www.hltv.org/player/24607/swetsi,"swetsi",19,1.02,55,30,52,51,75,93,57
https://www.hltv.org/player/22706/yab0ku,"yab0ku-",19,0.88,9,66,21,6,89,0,53
https://www.hltv.org/player/23151/nikitea,"nikitea",19,0.97,58,43,88,38,62,1,36
https://www.hltv.org/player/23589/magic,"Magic",20,1.00,43,22,86,28,53,47,62
https://www.hltv.org/player/24204/kiy0o,"Kiy0o",21,1.11,85,83,47,84,27,0,37
https://www.hltv.org/player/24914/br4tko,"Br4tkO",18,1.13,78,98,77,79,23,1,34
https://www.hltv.org/player/11940/nealan,"neaLaN",25,1.00,44,64,35,71,41,0,58
https://www.hltv.org/player/22537/def1zer,"def1zer",21,1.06,43,57,65,22,78,0,89
https://www.hltv.org/player/23292/pump,"Pump",19,1.06,42,56,32,31,71,3,57
https://www.hltv.org/player/23541/tasman,"tasman",20,1.12,80,25,39,69,48,1,32
https://www.hltv.org/player/4829/mynio,"mynio",30,0.91,33,73,16,48,47,0,85
https://www.hltv.org/player/17504/kei,"KEi",24,1.15,89,30,29,77,35,0,31
https://www.hltv.org/player/19114/kylar,"Kylar",26,1.11,60,20,37,39,64,0,66
https://www.hltv.org/player/20289/dgl,"DGL",27,1.15,85,11,50,76,76,93,43
https://www.hltv.org/player/25104/kunai,"Kunai",19,1.01,51,66,20,69,27,0,46
https://www.hltv.org/player/24281/st0m4k,"St0m4k",18,0.93,38,24,90,11,49,0,28
https://www.hltv.org/player/24690/yoghi,"Yoghi",17,1.00,8,100,61,6,43,0,60
https://www.hltv.org/player/25331/holy,"HOLY",16,0.90,36,94,66,84,74,0,69
https://www.hltv.org/player/25585/muciek,"Muciek",18,1.15,68,26,96,60,93,49,71
https://www.hltv.org/player/25676/hrdina,"Hrdina",15,0.99,41,95,90,41,7,0,10
https://www.hltv.org/player/20956/fozil,"fozil",23,1.04,60,53,32,52,58,0,27
https://www.hltv.org/player/22189/h4san4tor,"H4SAN4TOR",20,1.04,54,91,61,55,42,0,30
https://www.hltv.org/player/22326/kaide,"Kaide",25,1.18,95,55,53,90,37,3,77
https://www.hltv.org/player/22459/sh1nejezzz,"sh1nejezzz",20,1.02,39,78,79,14,57,0,30
https://www.hltv.org/player/24972/maquein,"maQuein",21,0.99,31,33,75,30,92,92,55
https://www.hltv.org/player/17918/nosrac,"nosraC",25,1.15,86,66,31,70,30,1,81
https://www.hltv.org/player/19709/shane,"shane",22,1.16,68,54,86,23,61,0,43
https://www.hltv.org/player/19711/snav,"snav",24,1.13,71,58,48,48,27,1,73
https://www.hltv.org/player/20692/dea,"dea",21,1.19,82,38,50,84,69,80,66
https://www.hltv.org/player/19617/amster,"amster",24,1.11,77,64,25,37,53,1,27
https://www.hltv.org/player/21065/malkiss,"Malkiss",24,1.00,36,12,21,48,74,92,65
https://www.hltv.org/player/21650/marat2k,"marat2k",22,1.03,56,33,46,38,53,0,74
https://www.hltv.org/player/21651/kl1o,"kL1o",21,0.99,46,54,37,63,33,0,37
https://www.hltv.org/player/22649/oneun1que,"OneUn1que",23,1.07,73,28,53,75,55,1,49
https://www.hltv.org/player/2131/bondik,"bondik",32,1.05,44,83,79,23,53,0,95
https://www.hltv.org/player/18240/smash,"Smash",23,1.09,59,77,72,57,66,0,67
https://www.hltv.org/player/19614/s4ltovsk1yy,"s4ltovsk1yy",24,1.05,52,43,74,59,91,92,61
https://www.hltv.org/player/20110/marix,"Marix",22,1.11,66,87,52,75,34,0,75
https://www.hltv.org/player/20228/j3kie,"j3kie",25,1.00,53,80,76,73,29,2,29
https://www.hltv.org/player/21992/wasteofammo,"WasteOfAmmo",25,0.90,43,78,29,0,45,0,59
https://www.hltv.org/player/23850/clyd1e,"clyd1e",18,1.18,92,97,100,70,33,3,37
https://www.hltv.org/player/23875/xanzu,"xanzu",20,0.95,32,91,83,26,73,0,57
https://www.hltv.org/player/24079/w1sely,"w1sely",22,1.27,86,83,94,75,93,0,37
https://www.hltv.org/player/24161/daymake,"DayMake",26,1.20,92,74,42,87,93,35,89
https://www.hltv.org/player/21273/r1ch,"r1ch",19,0.90,12,39,85,48,39,53,61
https://www.hltv.org/player/23545/ray5ive,"RaY5ive",20,1.17,84,78,70,31,91,0,69
https://www.hltv.org/player/24128/astr,"ASTR",22,0.87,21,96,78,35,53,0,59
https://www.hltv.org/player/24704/neqy,"Neqy",20,1.07,80,76,80,57,28,1,57
https://www.hltv.org/player/24997/meowpop,"meowpop",18,0.97,32,80,94,19,80,0,23
https://www.hltv.org/player/24681/sercera,"SeRCEra",22,0.88,15,89,23,21,51,0,55
https://www.hltv.org/player/25366/swayu,"swayu",20,0.97,24,63,74,29,52,1,58
https://www.hltv.org/player/25368/sayyouwill,"SayYouWill",21,0.84,35,60,70,57,24,89,27
https://www.hltv.org/player/25369/colin,"colin",23,0.99,38,37,53,7,91,0,52
https://www.hltv.org/player/25580/cobalt,"cobalt",21,1.09,80,38,80,61,27,0,49
https://www.hltv.org/player/19173/fnk,"fNk",23,1.00,57,71,53,70,47,0,88
https://www.hltv.org/player/21272/tak,"tAk",21,1.10,75,38,41,26,80,0,49
https://www.hltv.org/player/23544/hitori,"hitori",17,0.92,23,56,43,56,26,0,24
https://www.hltv.org/player/24111/junyme,"Junyme",18,0.98,42,8,63,36,81,88,65
https://www.hltv.org/player/25576/yksjupe,"yksjupe",19,1.04,45,77,24,80,46,0,51
https://www.hltv.org/player/16753/n1xen,"n1Xen",22,0.99,53,76,91,27,37,1,44
https://www.hltv.org/player/20637/b1elany,"b1elany",23,1.08,56,39,53,28,75,0,49
https://www.hltv.org/player/22048/tapewaare,"Tapewaare",21,0.91,19,68,47,36,53,0,56
https://www.hltv.org/player/24203/jorko,"Jorko",17,1.12,80,16,35,66,83,92,58
https://www.hltv.org/player/24332/matheos,"Matheos",23,1.01,64,72,50,69,46,0,37
https://www.hltv.org/player/21690/strogo,"StRoGo",23,0.73,1,15,30,14,58,0,47
https://www.hltv.org/player/22350/ct0m,"ct0m",22,1.35,99,5,18,72,77,8,52
https://www.hltv.org/player/23048/kelien,"kelieN",21,0.98,44,73,9,76,36,4,37
https://www.hltv.org/player/23682/m3wsu,"m3wsu",21,0.98,48,74,54,34,35,1,26
https://www.hltv.org/player/16814/danoco,"danoco",30,1.03,40,74,64,42,34,0,47
https://www.hltv.org/player/18891/cutzmeretz,"CutzMeretz",28,0.86,5,42,11,14,42,0,75
https://www.hltv.org/player/18894/t9rnay,"t9rnay",24,1.11,77,12,65,62,62,0,41
https://www.hltv.org/player/22956/lash,"lash",21,1.08,78,4,63,75,68,92,62
https://www.hltv.org/player/18437/jachro,"Jachro",25,0.78,1,6,49,6,35,0,63
https://www.hltv.org/player/19939/cyrix,"Cyrix",23,,,,,,,,
https://www.hltv.org/player/22544/sharpie,"Sharpie",23,1.10,93,89,12,67,39,11,25
https://www.hltv.org/player/24769/toasty,"toasty",25,0.79,10,29,65,78,31,0,59
https://www.hltv.org/player/24770/brawckzz,"brawckzz",20,,,,,,,,
https://www.hltv.org/player/20750/p3r3iira,"P3R3IIRA",24,0.97,31,32,41,67,58,2,84
https://www.hltv.org/player/23141/seabraez,"seabraez",21,0.99,41,56,55,69,38,0,76
https://www.hltv.org/player/23480/m1ka,"M1KA",19,0.99,31,84,44,32,61,0,59
https://www.hltv.org/player/23559/snowiee,"snowiee",20,1.03,42,76,61,49,62,0,26
https://www.hltv.org/player/24905/h0t,"h0t",20,1.06,51,11,83,57,52,84,45
https://www.hltv.org/player/14010/zmb,"zmb",27,1.16,77,86,25,78,60,9,90
https://www.hltv.org/player/17132/leomonster,"Leomonster",22,0.99,52,40,28,81,27,0,76
https://www.hltv.org/player/20521/alisson,"Alisson",22,1.08,73,77,86,40,58,0,48
https://www.hltv.org/player/21284/happ,"happ",23,1.00,31,24,26,20,67,0,38
https://www.hltv.org/player/23550/divine,"divine",21,1.06,45,9,41,46,89,93,57
https://www.hltv.org/player/16811/mistem,"MisteM",24,1.09,41,60,38,31,66,0,76
https://www.hltv.org/player/21512/rud,"rud",20,1.03,71,61,45,84,30,92,43
https://www.hltv.org/player/22950/sl1m3,"sL1m3",19,1.06,72,45,12,29,74,2,36
https://www.hltv.org/player/23753/mahar,"MahaR",17,1.08,57,63,83,46,49,5,44
https://www.hltv.org/player/7998/s1mple,"s1mple",28,1.08,70,27,18,68,58,83,58
https://www.hltv.org/player/8918/electronic,"electroNic",27,1.03,52,62,42,47,52,0,35
https://www.hltv.org/player/20926/andu,"aNdu",20,1.02,59,55,54,78,62,0,42
https://www.hltv.org/player/23482/tuxa,"tuxa",22,1.06,66,5,87,51,97,67,55
https://www.hltv.org/player/24139/moretz,"Moretz",20,1.05,55,98,58,64,84,0,50
https://www.hltv.org/player/25041/blaze,"blaze",20,0.95,37,98,58,30,36,0,69
https://www.hltv.org/player/25208/jerk0z,"jERK0z",17,0.93,59,92,100,20,38,0,26
https://www.hltv.org/player/25698/rafity,"rafity",21,0.72,2,93,87,33,27,0,21
https://www.hltv.org/player/10892/marke,"MarKE",27,1.17,72,24,72,30,58,0,82
https://www.hltv.org/player/14494/junior,"junior",25,1.25,93,14,35,72,81,93,70
https://www.hltv.org/player/15176/cryptic,"Cryptic",24,1.10,75,66,15,83,26,0,78
https://www.hltv.org/player/17929/walco,"Walco",24,0.96,23,78,20,32,52,0,72
https://www.hltv.org/player/23458/laxiee,"laxiee",20,1.10,66,62,71,55,33,0,22
https://www.hltv.org/player/7996/cruc1al,"CRUC1AL",28,1.09,72,15,48,84,78,93,41
https://www.hltv.org/player/13018/thomas,"Thomas",27,1.02,32,93,40,16,73,1,82
https://www.hltv.org/player/20872/nexius,"Nexius",22,1.05,69,78,34,80,34,3,71
https://www.hltv.org/player/22035/n0te,"n0te",19,1.09,71,25,77,44,35,0,44
https://www.hltv.org/player/24734/tein,"tein",19,1.02,22,59,60,15,86,0,50
https://www.hltv.org/player/22864/robo,"robo",19,1.03,78,51,41,79,28,7,76
https://www.hltv.org/player/23319/syph0,"syph0",17,1.08,77,49,53,23,28,0,48
https://www.hltv.org/player/24176/mokuj1n,"Mokuj1n",17,1.05,58,73,63,49,45,0,40
https://www.hltv.org/player/25334/kurosse,"kurosse",17,0.82,9,50,68,20,54,0,55
https://www.hltv.org/player/25390/kiryasoo,"Kiryasoo",16,1.05,58,13,24,71,71,94,66
https://www.hltv.org/player/9896/b0rup,"b0RUP",26,1.02,41,45,23,31,62,0,48
https://www.hltv.org/player/13718/birdfromsky,"birdfromsky",32,0.87,7,57,29,12,61,0,97
https://www.hltv.org/player/15117/keoz,"Keoz",25,1.08,71,69,84,56,60,1,44
https://www.hltv.org/player/16147/cptkurtka023,"cptkurtka023",26,1.18,88,65,36,87,29,0,40
https://www.hltv.org/player/22904/burmylov,"Burmylov",18,1.15,92,20,61,72,80,95,38
https://www.hltv.org/player/20053/slaxx,"Slaxx",24,1.05,59,72,93,30,87,0,40
https://www.hltv.org/player/20054/rafaxf,"rafaxF",24,1.02,65,22,63,66,42,93,59
https://www.hltv.org/player/20055/stepa,"Stepa",23,1.02,36,61,54,39,32,1,35
https://www.hltv.org/player/21115/sprayy,"Sprayy",23,0.83,7,80,30,9,56,0,25
https://www.hltv.org/player/24138/kunana,"Kunana",23,0.93,29,38,92,18,5,0,59
https://www.hltv.org/player/24633/mattymyimb,"MattyMyimb",21,1.09,65,42,38,68,30,47,77
https://www.hltv.org/player/24634/jayy2s,"Jayy2s",22,1.50,100,81,57,96,83,0,88
https://www.hltv.org/player/25049/man,"Mané",22,1.00,30,45,45,31,62,1,50
https://www.hltv.org/player/25212/c0mplex,"c0mplex",21,1.03,56,67,43,75,4,0,38
https://www.hltv.org/player/14294/hazr,"hazr",24,1.10,60,71,36,52,37,0,45
https://www.hltv.org/player/14990/keen,"keen",25,1.15,83,61,41,90,34,93,82
https://www.hltv.org/player/20003/shadiy,"shadiy",23,1.32,99,77,38,84,21,0,34
https://www.hltv.org/player/20086/addict,"ADDICT",25,1.41,99,73,59,59,61,0,79
https://www.hltv.org/player/20244/savage,"SaVage",20,1.27,87,76,77,49,43,0,77
https://www.hltv.org/player/10730/sirius,"sirius",31,0.96,11,88,65,20,46,0,95
https://www.hltv.org/player/17318/shyyne,"shyyne",26,1.09,53,9,35,30,21,66,26
https://www.hltv.org/player/20505/rinji,"rinji",21,1.28,90,16,87,58,96,89,63
https://www.hltv.org/player/24070/nolv1n,"Nolv1n",23,0.85,8,67,77,35,36,0,57
https://www.hltv.org/player/25577/oontoma,"oontoma",22,1.29,86,87,85,78,44,0,60
https://www.hltv.org/player/6593/pkl,"PKL",31,0.99,30,65,38,33,52,0,76
https://www.hltv.org/player/16817/hardzao,"hardzao",24,1.09,84,17,17,81,36,12,59
https://www.hltv.org/player/18610/detr0ittj,"detr0ittJ",25,1.13,85,13,38,69,47,92,63
https://www.hltv.org/player/22362/xureba,"xureba",22,1.02,38,15,48,13,57,0,57
https://www.hltv.org/player/23045/lukiz,"lukiz",23,0.99,35,43,22,74,48,0,49
https://www.hltv.org/player/11013/thamlike,"thamlike",27,1.14,80,28,79,27,73,1,72
https://www.hltv.org/player/13077/patti,"Patti",27,0.87,12,87,29,47,35,0,78
https://www.hltv.org/player/13170/kwezz,"kwezz",25,1.09,83,20,23,78,44,3,69
https://www.hltv.org/player/21381/zanto,"Zanto",21,1.11,58,49,33,48,79,0,56
https://www.hltv.org/player/25088/sink,"SinK",25,0.98,51,14,41,54,76,92,51
https://www.hltv.org/player/9115/dexter,"dexter",31,1.10,85,53,43,79,28,4,87
https://www.hltv.org/player/10588/liazz,"Liazz",28,1.33,94,40,53,52,87,0,68
https://www.hltv.org/player/11139/alistair,"aliStair",27,1.25,80,24,53,83,96,93,72
https://www.hltv.org/player/18545/asap,"asap",22,1.29,97,56,63,71,65,0,56
https://www.hltv.org/player/20527/tjp,"TjP",23,1.05,46,84,27,44,33,0,64
https://www.hltv.org/player/16971/zewts,"zewts",25,1.19,96,26,54,90,66,62,55
https://www.hltv.org/player/20158/ed1m,"Ed1m",25,0.94,36,37,61,21,85,0,33
https://www.hltv.org/player/21213/ersin,"ERSIN",24,1.01,50,12,48,50,23,0,90
https://www.hltv.org/player/21368/roberttmp,"RoberttMP",24,1.01,50,77,29,34,26,0,54
https://www.hltv.org/player/21716/wazz,"waZz",23,0.87,16,44,56,45,16,0,56
https://www.hltv.org/player/12872/apocdud,"apocdud",26,1.04,44,70,51,44,78,1,89
https://www.hltv.org/player/18736/pz,"pz",26,1.05,46,51,28,53,85,92,87
https://www.hltv.org/player/19906/damyo,"damyo",24,1.01,44,28,62,74,36,2,62
https://www.hltv.org/player/22629/omichella,"Omichella",23,1.10,65,76,46,60,56,0,27
https://www.hltv.org/player/23346/vision,"vision",21,1.05,54,59,83,48,65,0,51
https://www.hltv.org/player/15818/k1-fida,"K1-FiDa",29,0.95,15,45,44,12,55,0,65
https://www.hltv.org/player/15821/neofrag,"NEOFRAG",24,0.96,51,52,46,81,43,0,71
https://www.hltv.org/player/20229/moriisko,"MoriiSko",24,0.97,18,17,16,21,54,0,50
https://www.hltv.org/player/21165/m1key,"M1key",21,1.15,91,54,50,60,63,3,74
https://www.hltv.org/player/23469/woozzzi,"woozzzi",19,0.98,48,17,40,62,48,90,49
https://www.hltv.org/player/16269/zame,"zame",24,0.82,10,39,88,39,44,61,57
https://www.hltv.org/player/21580/thomass1,"thomass1",24,1.19,87,38,84,59,72,2,45
https://www.hltv.org/player/21860/brave,"Brave",23,1.15,94,51,93,45,21,0,40
https://www.hltv.org/player/22952/hagmeister,"Hagmeister",23,1.04,69,93,37,63,32,0,34
https://www.hltv.org/player/23616/zapr,"ZapR",21,0.79,1,90,54,16,16,0,92
https://www.hltv.org/player/21253/darendeli,"Darendeli",21,1.14,91,93,56,87,39,3,17
https://www.hltv.org/player/22498/ens,"eNs",21,1.03,28,24,29,21,71,0,74
https://www.hltv.org/player/22504/scollen,"scolleN",20,1.00,46,45,33,52,64,1,33
https://www.hltv.org/player/24842/vej,"Vej",21,1.07,85,25,38,80,67,90,65
https://www.hltv.org/player/24843/cadnyx,"cadnyx",20,1.14,84,64,85,56,64,0,32
https://www.hltv.org/player/22364/j0w,"j0w",26,0.96,39,75,54,38,25,0,68
https://www.hltv.org/player/22566/deemo,"deemO",18,0.99,45,39,78,28,82,0,38
https://www.hltv.org/player/24284/revoltz,"revoltz",18,1.01,45,55,29,42,34,0,52
https://www.hltv.org/player/24556/tele,"tele",26,1.17,95,22,57,93,55,1,25
https://www.hltv.org/player/9108/tucks,"tucks",29,0.91,19,46,31,44,48,41,89
https://www.hltv.org/player/11847/texta,"Texta",24,1.22,96,83,86,75,20,1,55
https://www.hltv.org/player/23345/dpr,"dpr",21,1.09,58,45,38,22,55,0,22
https://www.hltv.org/player/24788/swerzien,"swerzieN",20,1.10,85,33,19,83,53,29,64
https://www.hltv.org/player/25138/zune,"zune",21,1.08,51,52,65,39,60,0,43
https://www.hltv.org/player/19538/magnumz,"MagnumZ",24,0.95,31,37,68,5,94,87,67
https://www.hltv.org/player/21428/fury5k,"fury5k",27,1.06,54,10,12,68,73,1,79
https://www.hltv.org/player/24123/sideffect,"sideffect",19,1.01,59,29,43,35,15,0,43
https://www.hltv.org/player/24125/xenization,"xenization",20,1.07,80,76,66,62,49,0,43
https://www.hltv.org/player/24804/viscera,"viscera",18,0.83,23,43,62,11,52,80,75
https://www.hltv.org/player/15562/samppa,"Samppa",28,0.97,49,9,20,22,67,2,62
https://www.hltv.org/player/25677/lene,"Lene",20,0.79,22,75,8,57,2,10,25
https://www.hltv.org/player/25678/j0nnew,"J0nneW",20,0.83,5,41,62,12,81,3,12
https://www.hltv.org/player/25679/kapiv,"KapiV",21,0.69,14,8,81,39,14,19,54
https://www.hltv.org/player/25680/geni,"Geni",23,0.86,14,49,47,19,66,0,64
https://www.hltv.org/player/20033/maze,"Maze",24,1.10,79,31,73,49,39,0,69
https://www.hltv.org/player/22940/mol011,"Mol011",19,1.06,59,22,38,17,58,0,47
https://www.hltv.org/player/24276/n4xx1s,"N4XX1S",20,1.00,15,61,29,12,75,0,30
https://www.hltv.org/player/24425/bekker,"bekker",20,0.98,45,32,43,52,67,91,44
https://www.hltv.org/player/25066/qx,"qx",19,1.02,57,60,36,64,39,0,67
https://www.hltv.org/player/15662/zorte,"zorte",27,1.05,60,58,36,93,42,93,68
https://www.hltv.org/player/16555/ax1le,"Ax1Le",23,1.03,44,21,25,21,81,11,79
https://www.hltv.org/player/17011/shalfey,"shalfey",23,0.97,32,17,55,23,44,4,62
